"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-22","3.4",,"0.0","0.0","0.0",,"15.0","6.7",,"   60","   50","6.7","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-23","3.3",,"13.7","0.0","0.0",,"15.6","5.6",,"  300","  290","9.8","15.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-24","2.6",,"0.0","0.0","0.0",,"8.9","5.0",,"  300","  300","6.3","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-25","1.7",,"0.0","0.0","0.0",,"13.3","7.2",,"  240","  250","5.4","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-26","2.1",,"20.1","0.0","0.0",,"18.3","12.8",,"  270","  270","5.8","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-27","1.5",,"0.0","0.0","0.0",,"17.2","10.6",,"  290","  270","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-28","2.2",,"0.0","0.0","0.0",,"13.3","6.7",,"  280","   10","6.3","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-29","1.0",,"0.0","0.0","0.0",,"12.2","5.0",,"  230","  200","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-30","2.8",,"24.9","0.0","0.0",,"17.2","10.0",,"  170","  200","8.9","15.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-01","2.6",,"0.0","0.0","0.0",,"16.7","2.8",,"  260","  240","9.8","15.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-02","4.7",,"0.0","0.0","0.0",,"6.1","2.2",,"  250","  203","8.9","13.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-03","3.0",,"0.0","0.0","0.0",,"10.0","1.7",,"  240","  240","6.3","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-04","2.2",,"2.8","0.0","0.0",,"11.1","6.7",,"  220","  220","7.2","10.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-05","3.9",,"25.9","0.0","0.0",,"8.3","3.9",,"  300","  310","9.8","15.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-06","4.8",,"0.0","0.0","0.0",,"4.4","0.6",,"  310","  310","9.4","15.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-07","2.7",,"0.0","0.0","0.0",,"4.4","0.0",,"  350","  360","5.8","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-08","3.8",,"0.0","0.0","0.0",,"2.2","-1.0",,"  300","  290","7.2","10.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-09","2.9",,"1.3","0.0","0.0",,"3.3","-0.5",,"  240","  250","7.6","10.7","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-10","2.8",,"0.0","0.0","0.0",,"9.4","2.2",,"  300","  280","7.2","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-11","1.6",,"0.0","0.0","0.0",,"13.9","3.9",,"  230","  240","5.4","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-12","1.7",,"0.0","0.0","0.0",,"14.4","7.8",,"  220","  220","5.4","8.9","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-13","3.1",,"0.0","0.0","0.0",,"16.7","8.3",,"  270","  280","6.7","11.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-14","2.0",,"6.6","0.0","0.0",,"8.3","1.7",,"  300","  280","7.6","11.2","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-15","3.4",,"0.0","0.0","0.0",,"3.9","-1.0",,"  310","  290","7.2","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-16","5.0",,"21.8","165.0","0.0",,"-0.5","-4.3",,"   50","   40","10.7","17.0","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-17","4.2",,"16.8","102.0","230.0",,"0.6","-4.3",,"   60","   30","9.8","17.9","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-18","2.9",,"0.0","0.0","200.0",,"0.0","-4.3",,"  360","  350","5.8","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-19","1.3",,"0.0","0.0","180.0",,"0.0","-6.6",,"  340","  340","5.4","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-20","1.0",,"0.3","0.0","150.0",,"4.4","-0.5",,"  240","  250","5.4","8.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-21","1.6",,"0.0","0.0","130.0",,"7.8","2.8",,"  240","  250","6.7","9.4","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-22","3.1",,"0.0","0.0","80.0",,"7.8","3.3",,"  300","  310","9.4","13.9","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-23","2.2",,"0.0","0.0","50.0",,"7.2","2.2",,"  300","  310","6.3","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-24","3.8",,"6.1","0.0","30.0",,"15.0","6.1",,"  150","  140","8.1","16.1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-25","4.7",,"23.4","0.0","0.0",,"16.1","-1.6",,"  150","  140","10.7","21.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-26","4.2",,"0.0","0.0","0.0",,"0.0","-4.3",,"  240","  250","8.9","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-27","1.8",,"0.0","0.0","0.0",,"2.8","-4.3",,"  150","  140","4.5","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-28","2.4",,"0.0","0.0","0.0",,"10.0","1.7",,"  270","  230","5.8","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-29","4.0",,"0.0","0.0","0.0",,"6.1","-1.0",,"  310","  300","8.9","13.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-30","2.3",,"0.0","0.0","0.0",,"6.1","-2.1",,"  220","  210","7.2","13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-12-31","2.3",,"12.2","0.0","0.0",,"8.9","2.2",,"  300","  300","6.7","9.8","    1",,,,,
